zeme;datum;pocet
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    8
US;2020-03-11;    9
US;2020-03-12;   12
US;2020-03-13;   18
US;2020-03-14;   26
US;2020-03-15;   32
US;2020-03-16;   41
US;2020-03-17;   60
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    7
US;2020-03-11;    7
US;2020-03-12;   15
US;2020-03-13;   17
US;2020-03-14;   24
US;2020-03-15;   33
US;2020-03-16;   38
US;2020-03-17;   64
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    7
US;2020-03-11;   10
US;2020-03-12;   12
US;2020-03-13;   13
US;2020-03-14;   19
US;2020-03-15;   28
US;2020-03-16;   33
US;2020-03-17;   47
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    7
US;2020-03-11;    9
US;2020-03-12;   18
US;2020-03-13;   26
US;2020-03-14;   32
US;2020-03-15;   39
US;2020-03-16;   52
US;2020-03-17;   74
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    7
US;2020-03-11;    9
US;2020-03-12;   17
US;2020-03-13;   30
US;2020-03-14;   41
US;2020-03-15;   45
US;2020-03-16;   49
US;2020-03-17;   67
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    6
US;2020-03-11;    9
US;2020-03-12;    9
US;2020-03-13;    9
US;2020-03-14;   12
US;2020-03-15;   13
US;2020-03-16;   18
US;2020-03-17;   20
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    6
US;2020-03-11;   11
US;2020-03-12;   13
US;2020-03-13;   13
US;2020-03-14;   16
US;2020-03-15;   20
US;2020-03-16;   25
US;2020-03-17;   30
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    6
US;2020-03-11;    8
US;2020-03-12;   10
US;2020-03-13;   14
US;2020-03-14;   14
US;2020-03-15;   20
US;2020-03-16;   21
US;2020-03-17;   26
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    5
US;2020-03-11;   10
US;2020-03-12;   10
US;2020-03-13;   10
US;2020-03-14;   10
US;2020-03-15;   16
US;2020-03-16;   22
US;2020-03-17;   22
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    4
US;2020-03-11;    7
US;2020-03-12;   14
US;2020-03-13;   17
US;2020-03-14;   21
US;2020-03-15;   24
US;2020-03-16;   45
US;2020-03-17;   56
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    4
US;2020-03-11;    5
US;2020-03-12;    6
US;2020-03-13;    6
US;2020-03-14;    7
US;2020-03-15;   13
US;2020-03-16;   17
US;2020-03-17;   26
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    3
US;2020-03-11;    5
US;2020-03-12;    9
US;2020-03-13;   14
US;2020-03-14;   21
US;2020-03-15;   35
US;2020-03-16;   54
US;2020-03-17;   60
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    3
US;2020-03-11;    5
US;2020-03-12;   10
US;2020-03-13;   13
US;2020-03-14;   14
US;2020-03-15;   17
US;2020-03-16;   18
US;2020-03-17;   21
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    3
US;2020-03-11;    4
US;2020-03-12;    5
US;2020-03-13;   13
US;2020-03-14;   26
US;2020-03-15;   37
US;2020-03-16;   50
US;2020-03-17;   67
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    3
US;2020-03-11;    5
US;2020-03-12;    5
US;2020-03-13;   14
US;2020-03-14;   20
US;2020-03-15;   20
US;2020-03-16;   21
US;2020-03-17;   23
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    3
US;2020-03-11;    6
US;2020-03-12;    8
US;2020-03-13;   19
US;2020-03-14;   27
US;2020-03-15;   32
US;2020-03-16;   47
US;2020-03-17;   72
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    2
US;2020-03-11;    3
US;2020-03-12;    5
US;2020-03-13;   11
US;2020-03-14;   22
US;2020-03-15;   24
US;2020-03-16;   30
US;2020-03-17;   68
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    2
US;2020-03-11;    2
US;2020-03-12;    2
US;2020-03-13;    2
US;2020-03-14;    4
US;2020-03-15;    6
US;2020-03-16;    7
US;2020-03-17;   10
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
US;2020-03-04;    0
US;2020-03-05;    0
US;2020-03-06;    0
US;2020-03-07;    0
US;2020-03-08;    0
US;2020-03-09;    0
US;2020-03-10;    2
US;2020-03-11;    2
US;2020-03-12;    2
US;2020-03-13;    2
US;2020-03-14;    4
US;2020-03-15;    7
US;2020-03-16;   10
US;2020-03-17;   19
US;2020-01-22;    0
US;2020-01-23;    0
US;2020-01-24;    0
US;2020-01-25;    0
US;2020-01-26;    0
US;2020-01-27;    0
US;2020-01-28;    0
US;2020-01-29;    0
US;2020-01-30;    0
US;2020-01-31;    0
US;2020-02-01;    0
US;2020-02-02;    0
US;2020-02-03;    0
US;2020-02-04;    0
US;2020-02-05;    0
US;2020-02-06;    0
US;2020-02-07;    0
US;2020-02-08;    0
US;2020-02-09;    0
US;2020-02-10;    0
US;2020-02-11;    0
US;2020-02-12;    0
US;2020-02-13;    0
US;2020-02-14;    0
US;2020-02-15;    0
US;2020-02-16;    0
US;2020-02-17;    0
US;2020-02-18;    0
US;2020-02-19;    0
US;2020-02-20;    0
US;2020-02-21;    0
US;2020-02-22;    0
US;2020-02-23;    0
US;2020-02-24;    0
US;2020-02-25;    0
US;2020-02-26;    0
US;2020-02-27;    0
US;2020-02-28;    0
US;2020-02-29;    0
US;2020-03-01;    0
US;2020-03-02;    0
US;2020-03-03;    0
